Tweet,Hate_Speech,tokenized_text
memek lonte disodok kontol gede,0,"['memek', 'lonte', 'disodok', 'kontol', 'gede']"
jokowi mundur tutup uniform resource locator,1,"['jokowi', 'mundur', 'tutup', 'uniform', 'resource', 'locator']"
berbicara mulut banci beli kaca lihat dirimu bro,1,"['berbicara', 'mulut', 'banci', 'beli', 'kaca', 'lihat', 'dirimu', 'bro']"
amin racist nada dani nada ratna sih paiiit nada sih onta nada sih lobang anus takut oi oi kehabisan obat penenang ya,1,"['amin', 'racist', 'nada', 'dani', 'nada', 'ratna', 'sih', 'paiiit', 'nada', 'sih', 'onta', 'nada', 'sih', 'lobang', 'anus', 'takut', 'oi', 'oi', 'kehabisan', 'obat', 'penenang', 'ya']"
tunggu komando imam bejat cabul tai bir bawa ulama dasar banj sempak,1,"['tunggu', 'komando', 'imam', 'bejat', 'cabul', 'tai', 'bir', 'bawa', 'ulama', 'dasar', 'banj', 'sempak']"
kabinet berantakan pemecah belah persatuan rezim,1,"['kabinet', 'berantakan', 'pemecah', 'belah', 'persatuan', 'rezim']"
ih mengakui pintar orang politik mengaca oi tampang kakak orang bego wkwk,1,"['ih', 'mengakui', 'pintar', 'orang', 'politik', 'mengaca', 'oi', 'tampang', 'kakak', 'orang', 'bego', 'wkwk']"
partai demokrasi indonesia perjuangan menang menekan perusahaan tambang target proyek impossible dilelang murah antek cina ntb contoh partai demokrasi indonesia perjuangan menang dasar bajingan,1,"['partai', 'demokrasi', 'indonesia', 'perjuangan', 'menang', 'menekan', 'perusahaan', 'tambang', 'target', 'proyek', 'impossible', 'dilelang', 'murah', 'antek', 'cina', 'ntb', 'contoh', 'partai', 'demokrasi', 'indonesia', 'perjuangan', 'menang', 'dasar', 'bajingan']"
percaya mulut buaya mu bawang,1,"['percaya', 'mulut', 'buaya', 'mu', 'bawang']"
2019 susilo bambang yudhoyono prabowo menyatu melawan mega jokowi peristiwa 2004 terulang dimana partai demokrasi indonesia perjuangan incumbent dikalahkan mutlak susilo bambang yudhoyono jokowi mega susilo bambang yudhoyono melawan prabowo mk pemilihan presiden selesai 3 poros pemilihan presiden mk salah lawan,0,"['susilo', 'bambang', 'yudhoyono', 'prabowo', 'menyatu', 'melawan', 'mega', 'jokowi', 'peristiwa', 'terulang', 'dimana', 'partai', 'demokrasi', 'indonesia', 'perjuangan', 'incumbent', 'dikalahkan', 'mutlak', 'susilo', 'bambang', 'yudhoyono', 'jokowi', 'mega', 'susilo', 'bambang', 'yudhoyono', 'melawan', 'prabowo', 'mk', 'pemilihan', 'presiden', 'selesai', 'poros', 'pemilihan', 'presiden', 'mk', 'salah', 'lawan']"
bebal,0,['bebal']
5 indonesia negara populasi muslim terbesar dunia islam musuh barat amp komunis menghambat agenda kepentingan obviously,0,"['indonesia', 'negara', 'populasi', 'muslim', 'terbesar', 'dunia', 'islam', 'musuh', 'barat', 'amp', 'komunis', 'menghambat', 'agenda', 'kepentingan', 'obviously']"
umuh persib persib kunyuk,1,"['umuh', 'persib', 'persib', 'kunyuk']"
film muslim pilih ahok mati disalatkan dijamin laris,1,"['film', 'muslim', 'pilih', 'ahok', 'mati', 'disalatkan', 'dijamin', 'laris']"
banu banu yahudi beda banu banu kristen suriah salah perbedaan banu yahudi pakai eloah elohim yahwe suriah pakai alah allah,0,"['banu', 'banu', 'yahudi', 'beda', 'banu', 'banu', 'kristen', 'suriah', 'salah', 'perbedaan', 'banu', 'yahudi', 'pakai', 'eloah', 'elohim', 'yahwe', 'suriah', 'pakai', 'alah', 'allah']"
eh muka merah merah cendol setan cuaca nih panas,0,"['eh', 'muka', 'merah', 'merah', 'cendol', 'setan', 'cuaca', 'nih', 'panas']"
pemberitaan saracen diframing katak seakan tim prabowo anies sandi media menumpahkan sakit hati katak cebong ehe,1,"['pemberitaan', 'saracen', 'diframing', 'katak', 'seakan', 'tim', 'prabowo', 'anies', 'sandi', 'media', 'menumpahkan', 'sakit', 'hati', 'katak', 'cebong', 'ehe']"
giat bhayangkara pembina keamanan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing rabu 11 april 2018 melaksanakan sambang desa tatap muka memantau keamanan ketertiban masyarakat pilihan kepala daerah 2018 desa lobusiregar i tepatnya rumah rudi panjaitan helman siahaan hotman siahaan,0,"['giat', 'bhayangkara', 'pembina', 'keamanan', 'ketertiban', 'masyarakat', 'brigadir', 'polisi', 'manajemen', 'berbasis', 'sekolah', 'sihombing', 'rabu', 'april', 'melaksanakan', 'sambang', 'desa', 'tatap', 'muka', 'memantau', 'keamanan', 'ketertiban', 'masyarakat', 'pilihan', 'kepala', 'daerah', 'desa', 'lobusiregar', 'tepatnya', 'rumah', 'rudi', 'panjaitan', 'helman', 'siahaan', 'hotman', 'siahaan']"
sayang banget ya perempuan kayak status menempel laki laki aduh nagita slavina blak blak ayu ting ting kampungan viva uniform resource locator,0,"['sayang', 'banget', 'ya', 'perempuan', 'kayak', 'status', 'menempel', 'laki', 'laki', 'aduh', 'nagita', 'slavina', 'blak', 'blak', 'ayu', 'ting', 'ting', 'kampungan', 'viva', 'uniform', 'resource', 'locator']"
lupa kang umat katolik minoritas diperhatikan gubernur golongan golongan,0,"['lupa', 'kang', 'umat', 'katolik', 'minoritas', 'diperhatikan', 'gubernur', 'golongan', 'golongan']"
cebong dibilangi kemarin mengeyel situ memaksa cebong,1,"['cebong', 'dibilangi', 'kemarin', 'mengeyel', 'situ', 'memaksa', 'cebong']"
kelemahan gerindra orang prabowo turun elektabilitasnya congor fadli zon surat pemberitahuan tahunan durno,1,"['kelemahan', 'gerindra', 'orang', 'prabowo', 'turun', 'congor', 'fadli', 'zon', 'surat', 'pemberitahuan', 'tahunan', 'durno']"
selamat kartini kali dirayakan maknanya kali,0,"['selamat', 'kartini', 'kali', 'dirayakan', 'maknanya', 'kali']"
foto bisu memiliki arti susah diartikan susah diartikan putus,0,"['foto', 'bisu', 'memiliki', 'arti', 'susah', 'diartikan', 'susah', 'diartikan', 'putus']"
wkwk mengalaminya muncul grub wa a bani abdi hadi a k a mbahku mek kenal orang,0,"['wkwk', 'mengalaminya', 'muncul', 'grub', 'wa', 'bani', 'abdi', 'hadi', 'mbahku', 'mek', 'kenal', 'orang']"
ayah pres badar nuqaba boekkk nih hebat bidang agama x takut natural killer tegur member lawak hambar lawak orang jom gerak gerakan badan chubby,0,"['ayah', 'pres', 'badar', 'nuqaba', 'boekkk', 'nih', 'hebat', 'bidang', 'agama', 'takut', 'natural', 'killer', 'tegur', 'member', 'lawak', 'hambar', 'lawak', 'orang', 'jom', 'gerak', 'gerakan', 'badan', 'chubby']"
anak pekan mengilhamkan dasar ekonomi deb penggerak utama kemajuan ekonomi bandar beliau allah ya rahman tun abdul razak ds malaysia memilih hogohundi,0,"['anak', 'pekan', 'mengilhamkan', 'dasar', 'ekonomi', 'deb', 'penggerak', 'utama', 'kemajuan', 'ekonomi', 'bandar', 'beliau', 'allah', 'ya', 'rahman', 'tun', 'abdul', 'razak', 'ds', 'malaysia', 'memilih', 'hogohundi']"
haha sialaaan nih sih lapar presiden disikat,0,"['haha', 'sialaaan', 'nih', 'sih', 'lapar', 'presiden', 'disikat']"
menasihati kali ugal ugalan nih rezim eh negeri keburu hancur ekonomi moral menikah kacaoooooo,1,"['menasihati', 'kali', 'ugal', 'ugalan', 'nih', 'rezim', 'eh', 'negeri', 'keburu', 'hancur', 'ekonomi', 'moral', 'menikah', 'kacaoooooo']"
alah silit kebelet dikasihani orang sayang media sosial gue sadar instansi kemarin gue ceritakan duuuhhh,0,"['alah', 'silit', 'kebelet', 'dikasihani', 'orang', 'sayang', 'media', 'sosial', 'gue', 'sadar', 'instansi', 'kemarin', 'gue', 'ceritakan', 'duuuhhh']"
iya cacat,0,"['iya', 'cacat']"
2019 rakyat makan aspal beton solusi jitu mengurangi kemiskinan keahlian cebong 1 tukang tipu cebong goblok ketulungan plonga plongo mengakibatkan optimisme 2019 ganti presiden,1,"['rakyat', 'makan', 'aspal', 'beton', 'solusi', 'jitu', 'mengurangi', 'kemiskinan', 'keahlian', 'cebong', 'tukang', 'tipu', 'cebong', 'goblok', 'ketulungan', 'plonga', 'plongo', 'mengakibatkan', 'optimisme', 'ganti', 'presiden']"
baca harun yahya membelot kubu yahudi freemason nya kadang suka percaya,0,"['baca', 'harun', 'yahya', 'membelot', 'kubu', 'yahudi', 'freemason', 'nya', 'kadang', 'suka', 'percaya']"
maju ulama bergerak tokoh agama indonesia gus mus,0,"['maju', 'ulama', 'bergerak', 'tokoh', 'agama', 'indonesia', 'gus', 'mus']"
,0,[]
mukidi percaya mudah ya keras keras nama,0,"['mukidi', 'percaya', 'mudah', 'ya', 'keras', 'keras', 'nama']"
kemarin hujat mengharap dasar bani kampret,1,"['kemarin', 'hujat', 'mengharap', 'dasar', 'bani', 'kampret']"
penjelasan fitnah silakan dibantah apollinaris darmawan al alquran kitab sampah,1,"['penjelasan', 'fitnah', 'silakan', 'dibantah', 'apollinaris', 'darmawan', 'al', 'alquran', 'kitab', 'sampah']"
monyet koloe dibilang saudara ogah hidupmu ya hati comberan,1,"['monyet', 'koloe', 'dibilang', 'saudara', 'ogah', 'hidupmu', 'ya', 'hati', 'comberan']"
body lufra scrub bahan dasar lidah buaya melembabkan kulit amp bercahaya info 087812026394 body mass index,0,"['body', 'lufra', 'scrub', 'bahan', 'dasar', 'lidah', 'buaya', 'melembabkan', 'kulit', 'amp', 'bercahaya', 'info', 'body', 'mass', 'index']"
cacat bermasa,0,"['cacat', 'bermasa']"
penganut bumi datar teori bumi bulat orang asing notabene musuh,0,"['penganut', 'bumi', 'datar', 'teori', 'bumi', 'bulat', 'orang', 'asing', 'notabene', 'musuh']"
becak warga binjai disita tenda bertuliskan 2019 ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik takut,1,"['becak', 'warga', 'binjai', 'disita', 'tenda', 'bertuliskan', 'ganti', 'presiden', 'partai', 'keadilan', 'sejahtera', 'meradang', 'bukti', 'pemerintah', 'panik', 'takut']"
jokowi mundur,1,"['jokowi', 'mundur']"
musyawarah nasional alim ulama ppp semarang menghasilkan rekomendasi syarat kriteria kriteria calon wakil presiden mendampingi jokowi 2019 romahurmuziy,0,"['musyawarah', 'nasional', 'alim', 'ulama', 'ppp', 'semarang', 'menghasilkan', 'rekomendasi', 'syarat', 'kriteria', 'kriteria', 'calon', 'wakil', 'presiden', 'mendampingi', 'jokowi', 'romahurmuziy']"
pencerahan nya gagal anak ekonomi wkwk,0,"['pencerahan', 'nya', 'gagal', 'anak', 'ekonomi', 'wkwk']"
kafan berasal budaya yahudi umat islam mengklaim,0,"['kafan', 'berasal', 'budaya', 'yahudi', 'umat', 'islam', 'mengklaim']"
rezim kendali negara cina komunis patron tunggal rezim anti islam jokowi,1,"['rezim', 'kendali', 'negara', 'cina', 'komunis', 'patron', 'tunggal', 'rezim', 'anti', 'islam', 'jokowi']"
tanda nya pilihan kepala daerah pemilihan presiden,0,"['tanda', 'nya', 'pilihan', 'kepala', 'daerah', 'pemilihan', 'presiden']"
misi 4 membangun masyarakat gotong royong toleran harmoni selaras nilai budaya jawa barat luhur nomor jawa barat asyik asyik menang,0,"['misi', 'membangun', 'masyarakat', 'gotong', 'royong', 'toleran', 'harmoni', 'selaras', 'nilai', 'budaya', 'jawa', 'barat', 'luhur', 'nomor', 'jawa', 'barat', 'asyik', 'asyik', 'menang']"
ketabahan pasangan taufik puan nurliyana wajar dicontohi jom sumbangan meringankan beban pasangan come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,"['ketabahan', 'pasangan', 'taufik', 'puan', 'nurliyana', 'wajar', 'dicontohi', 'jom', 'sumbangan', 'meringankan', 'beban', 'pasangan', 'come', 'on', 'twitter', 'do', 'your', 'berpikir', 'badan', 'standarisasi', 'nasional', 'bank', 'islam', 'nurliyana', 'bosan', 'abdul', 'razif']"
sih tai doang belaganya selangit karma idol flop gue tertawa keras,1,"['sih', 'tai', 'doang', 'belaganya', 'selangit', 'karma', 'idol', 'flop', 'gue', 'tertawa', 'keras']"
celeng kangen gue iya,0,"['celeng', 'kangen', 'gue', 'iya']"
terangi negeri budaya yuk mengunjungi purwokerto mumpung even rakyat purwokerto ekstra vaganza banyumas,0,"['terangi', 'negeri', 'budaya', 'yuk', 'mengunjungi', 'purwokerto', 'mumpung', 'even', 'rakyat', 'purwokerto', 'ekstra', 'vaganza', 'banyumas']"
presiden dana taktis kepentingan rakyatnya program program pemerintah program pembangunan infrastruktur kip kartu indonesia sehat sertifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,"['presiden', 'dana', 'taktis', 'kepentingan', 'rakyatnya', 'program', 'program', 'pemerintah', 'program', 'pembangunan', 'infrastruktur', 'kip', 'kartu', 'indonesia', 'sehat', 'sertifikat', 'tanah', 'perhutanan', 'sosial', 'bahan', 'bakar', 'minyak', 'harga', 'padat', 'karya']"
amin ya allah timnya kinan pelatihan ular rawa rawa dapatnya sungai gede musuhnya buaya wkwk,0,"['amin', 'ya', 'allah', 'timnya', 'kinan', 'pelatihan', 'ular', 'rawa', 'rawa', 'dapatnya', 'sungai', 'gede', 'musuhnya', 'buaya', 'wkwk']"
maju memaki mama bolot,1,"['maju', 'memaki', 'mama', 'bolot']"
gerombolan kadal jidat gosong sukanya ribut gerombolannya salah pura pura budek dasar gerombolan cingkrang uniform resource locator,1,"['gerombolan', 'kadal', 'jidat', 'gosong', 'sukanya', 'ribut', 'gerombolannya', 'salah', 'pura', 'pura', 'budek', 'dasar', 'gerombolan', 'cingkrang', 'uniform', 'resource', 'locator']"
gentarnya takut kafir,0,"['gentarnya', 'takut', 'kafir']"
bego teman gue najis kesal,1,"['bego', 'teman', 'gue', 'najis', 'kesal']"
kafir kristen ulah,1,"['kafir', 'kristen', 'ulah']"
tau bau baunya keciri sipit buluk,1,"['tau', 'bau', 'baunya', 'keciri', 'sipit', 'buluk']"
kayak memegang mucikari,0,"['kayak', 'memegang', 'mucikari']"
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah mendukung pilihan kepala daerah damai,0,"['guru', 'tk', 'darma', 'wanita', 'persatuan', 'desa', 'plumbon', 'porong', 'deklarasi', 'anti', 'hoaks', 'ujaran', 'kebencian', 'isu', 'sarah', 'mendukung', 'pilihan', 'kepala', 'daerah', 'damai']"
anjir seram mainnya begituan,0,"['anjir', 'seram', 'mainnya', 'begituan']"
kayaknya bank bilang jual uang asing tukar rupiah,0,"['kayaknya', 'bank', 'bilang', 'jual', 'uang', 'asing', 'tukar', 'rupiah']"
onta yaman nih setahun gue deportasi,1,"['onta', 'yaman', 'nih', 'setahun', 'gue', 'deportasi']"
hati hati berita pilihan kepala daerah berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi,0,"['hati', 'hati', 'berita', 'pilihan', 'kepala', 'daerah', 'berbau', 'hoaks', 'madiun', 'madiun', 'today', 'thmadiun', 'kotak', 'karismatik', 'madiun', 'tolak', 'cukai', 'ilegal', 'kunjungi']"
anak cocot ya,1,"['anak', 'cocot', 'ya']"
ketahuan hoaks ya fahri ambil berita tuyg pembaruan tong sampah diambil screenshoot taunya berita,1,"['ketahuan', 'hoaks', 'ya', 'fahri', 'ambil', 'berita', 'tuyg', 'pembaruan', 'tong', 'sampah', 'diambil', 'screenshoot', 'taunya', 'berita']"
mantap direct message barisan serba bang,0,"['mantap', 'direct', 'message', 'barisan', 'serba', 'bang']"
lebah suka bunga makan bangkai gue penasaran madu nya kayak,0,"['lebah', 'suka', 'bunga', 'makan', 'bangkai', 'gue', 'penasaran', 'madu', 'nya', 'kayak']"
indonesia mundur bentuk,1,"['indonesia', 'mundur', 'bentuk']"
dongok bilang hacker haha,0,"['dongok', 'bilang', 'hacker', 'haha']"
haha blunder cebong protein energy malnutrition pusat alasan ham rakyat aceh ya kali coba datangi pemerintah bilang suruh hukum islam kaffah aceh dewan perwakilan rakyat a,1,"['haha', 'blunder', 'cebong', 'protein', 'energy', 'malnutrition', 'pusat', 'alasan', 'ham', 'rakyat', 'aceh', 'ya', 'kali', 'coba', 'datangi', 'pemerintah', 'bilang', 'suruh', 'hukum', 'islam', 'kaffah', 'aceh', 'dewan', 'perwakilan', 'rakyat']"
bangsat gue menyelam 1,0,"['bangsat', 'gue', 'menyelam']"
dipancing pancing urusan penistaan berbicara pemahaman fiksi kitab suci,0,"['dipancing', 'pancing', 'urusan', 'penistaan', 'berbicara', 'pemahaman', 'fiksi', 'kitab', 'suci']"
cebong kacung teman gue dungunya tulang sumsum buang buang energi debat,1,"['cebong', 'kacung', 'teman', 'gue', 'dungunya', 'tulang', 'sumsum', 'buang', 'buang', 'energi', 'debat']"
partai korupsi sapi goblok,1,"['partai', 'korupsi', 'sapi', 'goblok']"
sinyal kontol pemeliharaan niat sih login twitter doang susah open redtube setan,1,"['sinyal', 'kontol', 'pemeliharaan', 'niat', 'sih', 'login', 'twitter', 'doang', 'susah', 'open', 'redtube', 'setan']"
matanya kafir wkwk,0,"['matanya', 'kafir', 'wkwk']"
facebook anjir lupa,0,"['facebook', 'anjir', 'lupa']"
sih bilang alah kontol,0,"['sih', 'bilang', 'alah', 'kontol']"
nikita mirzani pakai hijab berbicara cebang cebong fantasikan uh ah cokorers,1,"['nikita', 'mirzani', 'pakai', 'hijab', 'berbicara', 'cebang', 'cebong', 'fantasikan', 'uh', 'ah', 'cokorers']"
tatapannya dialihkan arah enggan menatap pria mencurigakan kali gaduh suasana angie menemukan pria asing tidur sofanya kejadian,0,"['tatapannya', 'dialihkan', 'arah', 'enggan', 'menatap', 'pria', 'mencurigakan', 'kali', 'gaduh', 'suasana', 'angie', 'menemukan', 'pria', 'asing', 'tidur', 'sofanya', 'kejadian']"
lahir berkembangnya gerakan komunis indonesia dipisahkan organisasi bernama indische sociaal democratische vereeniging,0,"['lahir', 'berkembangnya', 'gerakan', 'komunis', 'indonesia', 'dipisahkan', 'organisasi', 'bernama', 'indische', 'sociaal', 'democratische', 'vereeniging']"
shaheizy wajah baharu calpis,0,"['shaheizy', 'wajah', 'baharu', 'calpis']"
ya terserah balasnya fokus pekerjaan tugas proyek seni budaya 2 setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek,0,"['ya', 'terserah', 'balasnya', 'fokus', 'pekerjaan', 'tugas', 'proyek', 'seni', 'budaya', 'setelahnya', 'langsung', 'dikumpul', 'dipresentasikan', 'bersyukur', 'nilainya', 'memuaskan', 'kejadian', 'proyek']"
bro,0,['bro']
kelakuan bodoh masuk kategori perbuatan menyenangkan kelakuan sontoloyo menganggu persatuan bangsa kelakuan naif langsung bentuk intimidasi ulama kelakuan,1,"['kelakuan', 'bodoh', 'masuk', 'kategori', 'perbuatan', 'menyenangkan', 'kelakuan', 'sontoloyo', 'menganggu', 'persatuan', 'bangsa', 'kelakuan', 'naif', 'langsung', 'bentuk', 'intimidasi', 'ulama', 'kelakuan']"
monyet turun pemukiman warga cibadak sukabumi uniform resource locator,0,"['monyet', 'turun', 'pemukiman', 'warga', 'cibadak', 'sukabumi', 'uniform', 'resource', 'locator']"
kotor bahagia warganya cebong mengerti,1,"['kotor', 'bahagia', 'warganya', 'cebong', 'mengerti']"
giveaway taplak meja menang the rich chenle,0,"['giveaway', 'taplak', 'meja', 'menang', 'the', 'rich', 'chenle']"
wkwk bodoh bang,0,"['wkwk', 'bodoh', 'bang']"
kayak orang bego bro b ego,1,"['kayak', 'orang', 'bego', 'bro', 'ego']"
kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi tora kawasan hutan perhutanan sosial tribun medan,0,"['kementerian', 'lingkungan', 'hidup', 'kehutanan', 'upayakan', 'pemerataan', 'ekonomi', 'tora', 'kawasan', 'hutan', 'perhutanan', 'sosial', 'tribun', 'medan']"
mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak buang islam,1,"['mahfud', 'md', 'berpaling', 'allah', 'subhanahu', 'wa', 'taala', 'pemberang', 'bangsa', 'ajak', 'buang', 'islam']"
orang orang bego kebanyakan minum amp makan kotoran onta otak nya somplak,1,"['orang', 'orang', 'bego', 'kebanyakan', 'minum', 'amp', 'makan', 'kotoran', 'onta', 'otak', 'nya', 'somplak']"
terkuak strategi kampanye tim pemenangan anies sandi uniform resource locator,1,"['terkuak', 'strategi', 'kampanye', 'tim', 'pemenangan', 'anies', 'sandi', 'uniform', 'resource', 'locator']"
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,0,"['warga', 'badui', 'selesai', 'memperingati', 'tradisi', 'seba', 'pendopo', 'pemerintah', 'kabupaten', 'lebak', 'dilanjutkan', 'bertemu', 'gubernur', 'banten', 'wahidin', 'halim', 'sabtu', 'seba', 'baduy']"
lembaga lembaga anti korupsi bubar sentuh kekuasaan giliran komisi pemberantasan korupsi partai demokrasi indonesia perjuangan partai politik penguasa pulang mengotot bubarkan komisi pemberantasan korupsi,1,"['lembaga', 'lembaga', 'anti', 'korupsi', 'bubar', 'sentuh', 'kekuasaan', 'giliran', 'komisi', 'pemberantasan', 'korupsi', 'partai', 'demokrasi', 'indonesia', 'perjuangan', 'partai', 'politik', 'penguasa', 'pulang', 'mengotot', 'bubarkan', 'komisi', 'pemberantasan', 'korupsi']"
