,tweet,Hate_Speech,translated_tweet,tokenized_text
150,chuck person eccojam a1  opn toto  venue to play africa by toto on… ,1,Chuck Person Eccojam A1 Opn Toto Venue Untuk Bermain Afrika Toto di…,"['chuck', 'person', 'eccojam', 'opn', 'toto', 'venue', 'untuk', 'bermain', 'afrika', 'toto', 'di']"
151,"[""portland cary grant 500k for immigrant ' attorneyfees""]",0,Portland Cary Grant 500k biaya pengacara,"['portland', 'cary', 'grant', 'biaya', 'pengacara']"
152,i will whoop your ass even if you remake that faggot this,1,Saya menghirup pantat Anda Anda ulang hanyut,"['saya', 'menghirup', 'pantat', 'anda', 'anda', 'ulang', 'hanyut']"
153,of faggot,1,homo,['homo']
154,this negro betta keep his shirt on this whole episode htgawm,0,Betta negro menyimpan bajunya episode htgawm,"['betta', 'negro', 'menyimpan', 'bajunya', 'episode', 'htgawm']"
155,['seems so singular that good of would go any where nears such a extremist leftist in 1995 give the fact layers'],0,Tampaknya tunggal Good of pergi mendekati kiri ekstremis 1995 lapisan fakta,"['tampaknya', 'tunggal', 'good', 'of', 'pergi', 'mendekati', 'kiri', 'ekstremis', 'lapisan', 'fakta']"
156,wait i racist shut up nigger,1,tunggu rasis diam negro,"['tunggu', 'rasis', 'diam', 'negro']"
157,only the looneyleftys can answer the last question despicabledemocrats hollywoodhasbeens hollywoodhypocrites ,0,Hanya looneyleftys DespicableDemocrat hollywoodhasbeens hollywoodhypocrites,"['hanya', 'looneyleftys']"
158,bombings shootings a president with the mental capacity of a flea the united states is clearly the real shithole country,1,Penembakan Pemboman Seorang presiden kapasitas mental kutu Amerika Serikat negara shithole,"['penembakan', 'pemboman', 'seorang', 'presiden', 'kapasitas', 'mental', 'kutu', 'amerika', 'serikat', 'negara', 'shithole']"
159,broi tweeted it out before he was caught border line retard conned by fedsnnurl,0,Broi tweeted tertangkap basah retard dikutuk fedsnnurl,"['broi', 'tweeted', 'tertangkap', 'basah', 'retard', 'dikutuk', 'fedsnnurl']"
160,this should encourage y to do your work by yourselvesyour guy is retarded and can do bad things anytime he wishes,1,Ini mendorong y pekerjaan Anda,"['ini', 'mendorong', 'pekerjaan', 'anda']"
161,unreal tweeted by a ahead in disguise,0,Tweet nyata A menyamar,"['tweet', 'nyata', 'menyamar']"
162,  cameroun is a condemned shithole country ruled only by vegetables and intellectually defunct minds,0,Cameroun negara shithole dikutuk diperintah sayuran pikiran berfungsi intelektual,"['cameroun', 'negara', 'shithole', 'dikutuk', 'diperintah', 'sayuran', 'pikiran', 'berfungsi', 'intelektual']"
163,newprofilepic ching chong 100 ,0,NewProfilepic Ching Chong 100,"['newprofilepic', 'ching', 'chong']"
164,this is a retarded question but what's the pikeman in your avatar,0,Ini terbelakang pikeman avatar Anda,"['ini', 'terbelakang', 'pikeman', 'avatar', 'anda']"
165, is the good name of manchester utd full fume from hairy hands  the mongy burk,1,nama Fume Fume Manchester Utd tangan berbulu The Mongy Burk,"['nama', 'fume', 'fume', 'manchester', 'utd', 'tangan', 'berbulu', 'the', 'mongy', 'burk']"
166,nobody likes thing thong group,1,suka kelompok thong,"['suka', 'kelompok', 'thong']"
167,['should experience known it would live long until some soft cunt would be appal by this'],0,mengalami hidup vagina lunak ditetapkan,"['mengalami', 'hidup', 'vagina', 'lunak', 'ditetapkan']"
168,i literally seen the video you fucking retard i closed it did laugh and moved on,1,Saya -benar video Anda retard tutup tertawa pindah,"['saya', 'benar', 'video', 'anda', 'retard', 'tutup', 'tertawa', 'pindah']"
169,fiasco sounds like a fucking mongoloid out there going through his snap count,1,kegagalan terdengar mongoloid sialan snap -nya,"['kegagalan', 'terdengar', 'mongoloid', 'sialan', 'snap', 'nya']"
170,"[""macron can ' t you see your own country ' s sinking feeling into a shithole your trying to live merkel no cunts concerned in you""]",0,Macron Anda perasaan tenggelam negara Anda kumuh Anda mencoba hidup merkel cunts peduli Anda,"['macron', 'anda', 'perasaan', 'tenggelam', 'negara', 'anda', 'kumuh', 'anda', 'mencoba', 'hidup', 'merkel', 'cunts', 'peduli', 'anda']"
171,christian are so retarded,0,Kristen terbelakang,"['kristen', 'terbelakang']"
172,i think ism broken but ism not did rather not be a petty twat come to think of it it'd love to talk maybe get som,0,Saya pikir ism rusak ism suka twat memikirkannya senang berbicara som,"['saya', 'pikir', 'ism', 'rusak', 'ism', 'suka', 'twat', 'memikirkannya', 'senang', 'berbicara', 'som']"
173,did anyone actually believe him after just 24 hours of contemplation the faggot had already changed his mind it,0,Apakah -benar mempercayainya 24 jam kontemplasi homo mengubah pikirannya,"['apakah', 'benar', 'mempercayainya', 'jam', 'kontemplasi', 'homo', 'mengubah', 'pikirannya']"
174,i am from savannah been catching charges since 13 negro,0,Saya Savannah menangkap tuduhan 13 Negro,"['saya', 'savannah', 'menangkap', 'tuduhan', 'negro']"
175, it's decided by race so indians carry caucasoid australoid and mongoloid races and so do the intermedi ,1,Diputuskan ras orang India membawa ras Australoid Mongoloid Kaukasoid perantara,"['diputuskan', 'ras', 'orang', 'india', 'membawa', 'ras', 'australoid', 'mongoloid', 'kaukasoid', 'perantara']"
176,palabek refugee settlement centrelamwo district is host to 31173 south sudanese refugees uganda,0,Palabek Penyelesaian Penyelesaian Pusat Distrik Tuan Rumah Tuan Rumah 31173 Pengungsi Sudan Selatan Uganda,"['palabek', 'penyelesaian', 'penyelesaian', 'pusat', 'distrik', 'tuan', 'rumah', 'tuan', 'rumah', 'pengungsi', 'sudan', 'selatan', 'uganda']"
177,trump follower nim not shit's you one damn bit forest trump is get's rid of them stogie ahead reporter t,1,Trump Follower Nim Not Shits You One Damn Bit Forest Trump Singkirkan Mereka Stogie Stogie Ahead Reporter T,"['trump', 'follower', 'nim', 'not', 'shits', 'you', 'one', 'damn', 'bit', 'forest', 'trump', 'singkirkan', 'mereka', 'stogie', 'stogie', 'ahead', 'reporter']"
178,in a way i think trump himself would be too retarded to work for cutin lot,1,Di sisi pikir Trump terbelakang cutin lot,"['di', 'sisi', 'pikir', 'trump', 'terbelakang', 'cutin', 'lot']"
179,that starving faggot and his starving faggot dad thought me myself and i and my am where playing a games son,1,Fagot kelaparan ayahnya kelaparan kelaparan memikirkan,"['fagot', 'kelaparan', 'ayahnya', 'kelaparan', 'kelaparan', 'memikirkan']"
180,lobatan and waec can't reissue another one this country is indeed a shithole ,0,Lobatan Waec menerbitkan negara shithole,"['lobatan', 'waec', 'menerbitkan', 'negara', 'shithole']"
181,no negro plus u know u negro one say,1,negro plus negro,"['negro', 'plus', 'negro']"
182,betsy devos hinders shithole countries,1,Betsy DeVos menghambat negara -negara shithole,"['betsy', 'devos', 'menghambat', 'negara', 'negara', 'shithole']"
183, never said you did deny it you retard it in case you did as i know you are deludednif you can twee ,1,Anda menyangkal Anda memperlambatnya Anda melakukannya Anda tertipu Anda twee,"['anda', 'menyangkal', 'anda', 'memperlambatnya', 'anda', 'melakukannya', 'anda', 'tertipu', 'anda', 'twee']"
184,cancel still bounces that big mongoloid about,1,Batalkan memantul mongoloid,"['batalkan', 'memantul', 'mongoloid']"
185, eurafrica had a trial run in south africa and rhodesia,0,Eurafrica menjalani uji coba Afrika Selatan Rhodesia,"['eurafrica', 'menjalani', 'uji', 'coba', 'afrika', 'selatan', 'rhodesia']"
186, family guy holds no bars with stuff they sayracist sexist the lot will never change because some ugly cunt complains about it,0,Family Guy memiliki bar barang -barang rasis seksis berubah vagina jelek mengeluh,"['family', 'guy', 'memiliki', 'bar', 'barang', 'barang', 'rasis', 'seksis', 'berubah', 'vagina', 'jelek', 'mengeluh']"
187,english is a soup taker,0,Bahasa Inggris pengambil sup,"['bahasa', 'inggris', 'pengambil', 'sup']"
188,this baby just called me a spic,1,Bayi memanggilku spic,"['bayi', 'memanggilku', 'spic']"
189,"[""yep that ' s the quid pro duo for peters supporting more refugees""]",0,Ya quid pro duo peter mendukung pengungsi,"['ya', 'quid', 'pro', 'duo', 'peter', 'mendukung', 'pengungsi']"
190,   those toddlers are illegal aliens whose parents broke the lawdummy you left out “white guy”,1,Balita alien ilegal orang tuanya memecahkan lawdummy Anda tinggalkan orang kulit putih,"['balita', 'alien', 'ilegal', 'orang', 'tuanya', 'memecahkan', 'lawdummy', 'anda', 'tinggalkan', 'orang', 'kulit', 'putih']"
191,that's the point nigger,1,intinya negro,"['intinya', 'negro']"
192,titan said reply to her text nigger,1,Titan balasan negro teksnya,"['titan', 'balasan', 'negro', 'teksnya']"
193,i ate mine hah get it us thing thong,0,Saya makan milik hah mengerti,"['saya', 'makan', 'milik', 'hah', 'mengerti']"
194,we are not the greatest country in the world we have become the shithole it breaks my heart every day vote ,0,Kami negara terhebat dunia shithole menghancurkan hati,"['kami', 'negara', 'terhebat', 'dunia', 'shithole', 'menghancurkan', 'hati']"
195,i second that proper money,1,Saya mendukung uang,"['saya', 'mendukung', 'uang']"
196,it's okay to be white,0,Tidak -apa putih,"['tidak', 'apa', 'putih']"
197,imagine getting called retarded by the president on twitter,0,Bayangkan dipanggil terbelakang presiden Twitter,"['bayangkan', 'dipanggil', 'terbelakang', 'presiden', 'twitter']"
198,it's okay to be white chocolate chip,1,Tidak -apa chip cokelat putih,"['tidak', 'apa', 'chip', 'cokelat', 'putih']"
199,wanna be spic,1,Ingin SPIC,"['ingin', 'spic']"
200,i a mother firstthen a crazy retarded ass bitch right after that ,0,Ibu kali pelacur pantat terbelakang gila,"['ibu', 'kali', 'pelacur', 'pantat', 'terbelakang', 'gila']"
201,bop got brought in arc identified 40 lakh illegal immigrants admit shah,0,Bop dibawa busur diidentifikasi 40 lakh imigran ilegal mengakui shah,"['bop', 'dibawa', 'busur', 'diidentifikasi', 'lakh', 'imigran', 'ilegal', 'mengakui', 'shah']"
202,calling wiz a one hit wonder means you a retard,0,Memanggil wiz keajaiban hit Anda retard,"['memanggil', 'wiz', 'keajaiban', 'hit', 'anda', 'retard']"
203,['twitter war i here to country facts u horrible bitch now u represent fair sex beaters if u want u don cubic decimeter'],0,Twitter War I Here To Country Facts U Bitch Horrible mewakili pemukul seks adil desimeter kubik,"['twitter', 'war', 'here', 'to', 'country', 'facts', 'bitch', 'horrible', 'mewakili', 'pemukul', 'seks', 'adil', 'desimeter', 'kubik']"
204,real spic move,1,Langkah spic nyata,"['langkah', 'spic', 'nyata']"
205,   so they're only really bypassing one country then indonesia which is a shithole ,1,Jadi -benar melewati negara Indonesia shithole,"['jadi', 'benar', 'melewati', 'negara', 'indonesia', 'shithole']"
206,mu general studies is the most retarded module to ever exist like why is it even compulsory,0,Studi Umum MU modul terbelakang wajib,"['studi', 'umum', 'mu', 'modul', 'terbelakang', 'wajib']"
207,it's our hallowed party shit thing tonight i wasn't going to to comment because i think it's retarded but then,0,Ini suci malam berkomentar pikir terbelakang,"['ini', 'suci', 'malam', 'berkomentar', 'pikir', 'terbelakang']"
208,deport the ahead,1,Deport,['deport']
209, disease ridden illiterate pigs we don't want them turning the us into a shithole like the countries ,1,Penyakit Ridden Big Babi Kami Tidak Ingin Mereka Mengubah AS Menjadi Shithole Seperti Negara,"['penyakit', 'ridden', 'big', 'babi', 'kami', 'tidak', 'ingin', 'mereka', 'mengubah', 'as', 'menjadi', 'shithole', 'seperti', 'negara']"
210,oh nice a mob of angry feminacy and other democratic women they can't stand a decent conservative,1,oh bagus gerombolan feminasi marah wanita demokratis tahan konservatif layak,"['oh', 'bagus', 'gerombolan', 'feminasi', 'marah', 'wanita', 'demokratis', 'tahan', 'konservatif', 'layak']"
211,come and serve a young aplha faggotskype is open danaillazarus findom cocky rt rtgame paypig ,0,Datang sajikan applha muda faggotskype terbuka danaillazarus findom cocky rt rtgame paypig,"['datang', 'sajikan', 'applha', 'muda', 'faggotskype', 'terbuka', 'danaillazarus', 'findom', 'cocky', 'rt', 'rtgame', 'paypig']"
212,    en quoi parler de nombre de migrants devient une statistique ethnique on… ,0,Bagaimana berbicara migran statistik etnis ...,"['bagaimana', 'berbicara', 'migran', 'statistik', 'etnis']"
213,catch these hands at the overmatch meet retard,0,Tangkap tangan Overmatch Meet Retard,"['tangkap', 'tangan', 'overmatch', 'meet', 'retard']"
214,['witch moslem country is not a shithole cricket'],0,Negara Muslim kriket shithole,"['negara', 'muslim', 'kriket', 'shithole']"
215,white girl on my bus“it’s okayi didn’t say nigger it’s not offen…,0,Gadis kulit putih bus Tidak -apa negro offen ...,"['gadis', 'kulit', 'putih', 'bus', 'tidak', 'apa', 'negro', 'offen']"
216,feminacy sorry i know not all feminists are crazy,0,feminasi maaf feminis gila,"['feminasi', 'maaf', 'feminis', 'gila']"
217,migration 59 en favor does migrants de palais via,0,Migrasi 59 mendukung iuran migran istana,"['migrasi', 'mendukung', 'iuran', 'migran', 'istana']"
218,['etesvous viosterol ’ treaty avec bernard kouchner qui dit que « nous devrions prendre positive de migrants »'],0,Are You Viosterol Perjanjian Bernard Kouchner mengambil positif migran,"['are', 'you', 'viosterol', 'perjanjian', 'bernard', 'kouchner', 'mengambil', 'positif', 'migran']"
219,tom zanetti you a faggot and i clear the dance floor any time your song comes on lad,0,Tom Zanetti Anda homo membersihkan lantai dansa lagu Anda anak laki -laki,"['tom', 'zanetti', 'anda', 'homo', 'membersihkan', 'lantai', 'dansa', 'lagu', 'anda', 'anak', 'laki', 'laki']"
220,this picture called me a faggot and then said no homo,1,gambar memanggil homo homo,"['gambar', 'memanggil', 'homo', 'homo']"
221,"[""litre ' aquarius cherche un port stream accoster avec xi migrants libyens via""]",0,Liter Aquarius mencari aliran port berlabuh migran Xi Libya via,"['liter', 'aquarius', 'mencari', 'aliran', 'port', 'berlabuh', 'migran', 'xi', 'libya', 'via']"
222,answer the question an i home u spic,1,Jawab rumah u spic,"['jawab', 'rumah', 'spic']"
223,uh i think that how he was killed withstand can trust a ahead as far as i a,0,eh berpikir terbunuh bertahan mempercayai a,"['eh', 'berpikir', 'terbunuh', 'bertahan', 'mempercayai']"
224,spic,0,orang Amerika Latin,"['orang', 'amerika', 'latin']"
225,['faggot fucking sellout no i pebble mastermind autistic hussy'],0,Fagot fucking no no I Pebble Mastermind Autistic Hussy,"['fagot', 'fucking', 'no', 'no', 'pebble', 'mastermind', 'autistic', 'hussy']"
226,timer starts faggot,1,Pengatur homo,"['pengatur', 'homo']"
227, lmaoooooo i do love how ppls excuse isrep is vague like oh my god thats literally chinese coded maybe mongol but ok,1,lmaooooo menyukai orang memaafkan isrep oh my god harfiah kode Cina mongol oke,"['lmaooooo', 'menyukai', 'orang', 'memaafkan', 'isrep', 'oh', 'my', 'god', 'harfiah', 'kode', 'cina', 'mongol', 'oke']"
228,['iodine hump being faggot'],0,Iodine Hump fagot,"['iodine', 'hump', 'fagot']"
229,them whites probably look at the situation like dance nigger dance,0,orang kulit putih situasi tarian negro dansa,"['orang', 'kulit', 'putih', 'situasi', 'tarian', 'negro', 'dansa']"
230,maybe i just retarded,1,Mungkin terbelakang,"['mungkin', 'terbelakang']"
231,i cant believe people are so retarded,0,Saya percaya orang terbelakang,"['saya', 'percaya', 'orang', 'terbelakang']"
232,well they have a job their job is being an activist and an ally to immigrants and the lgbtq community,0,Yah memiliki pekerjaan pekerjaan aktivis sekutu imigran komunitas LGBTQ,"['yah', 'memiliki', 'pekerjaan', 'pekerjaan', 'aktivis', 'sekutu', 'imigran', 'komunitas', 'lgbtq']"
