,tweet,Hate_Speech
5030,oh ma gawd bonnie is killing his own cousin bugsnspidermanandfriendsbotnshut up jackiechan you twat ,0
5032,nothing would make me happier than a video coming out of this cunt being shot while he sleeps what a shocking wast,0
5033, and did he conveniently forgetcountriesbad hombres and on and on this man is jekyl an ,1
5036,shut the fuck up you faggot,1
5040,it'll watch it when i get home you spic ism in school in,1
5041, when youn lead chants of 'lock her up'n demonize refugees from 'shithole countries'n mock the ,1
5043,  you don't tell the president what to do nnsafety of our country you people want a shithole ,0
5045,  well if western nations stopped helping shithole countries their people would starve to death problem solved,1
5046,nah i a retard ad,1
5047,i like doing toothpaste or even urethra toothpaste makes them squirm and urethra makes their dick into a cunt,0
5051,you whipped faggot,1
5052, massive fucking faggot 'erenhow do you do fellow squidcunts,1
5054,titan said reply to her text nigger,1
5055,cannot believe someone told me money john had died just seen him and his dog,0
5059,i said thing thong in a came yesterday and now ism not allowed back there,1
5060,see this thread this is why campaigns like it's okay to be white is needed,0
5065,or spic y first time i heard it i was 13 and i was like mum what did you say speak lot then when som,1
5069,we should close the borders until the wall is built they never assimilate amp bring disease that's been eradicated,0
5071,don you mean mongol hordes,1
5072,i predicted that joke before you even made it get some good material you fucking mongoloid,1
5077, you can be serious it daddy fault you twat you are living in lala land you all make me sick fucktrumps,1
5078,we is all i can truly say without being a cunt,0
5079,i think it was a spic from my picture,1
5084,nahhhh what a retard hahah ,1
5085,well he calls me a faggot earlier,1
5086,saying thing thong ping long is racist but mocking welsh is fine so get writing,0
5088,my white friends said you wetback spics crazy i hope no one heard thatcause if they did we gon be in some trooouuuble drake voice,1
5089,he admits he went too far on the faggot line even though i agree it should never have been there in t,1
5092,thank you,0
5093,if you dip regular lays in onion dip you a full retard get some ruffles bitch have some class,0
5097,lmaoooooo ni que pelo negro yall wildin en serio ,0
5098, lmfao nigger,1
5104,gonna track this fucker down and defuse him don't want no sis members round me ends what a twat,1
5105,are these the same folks who would use the slur ahead to demean everyone in the middle east yes i think they might be,0
5106,yeah whatd you wear to meet her shes a cunt thinks shes tough afummbut yeah i bet lol ,0
5108,humor negro,0
5110,any spic queens trona go live on our own rancho and run a drug smuggling operation w me,0
5111,   i lose to mongoloid playstyles smh gonna trash you with m2 again today,1
5118,when a random spic spends too much time on pol and x,1
5123,thought of a really brass mongol style declaration of war the attackers capture a citizen of the soon to be defend,1
5125,yeah retard hah,1
5133,oh shut up you twat,0
5136,holy shit what a faggot man,1
5137,how you on hate on man man go live your life you sour twat and stay spectating,0
5138,your country's an honesttogod shithole fuck off irrelevant foreigner former leader of the murder capital of th ,1
5140,oh you ain't said nun but a word negro,1
5143,print is retarded right,1
5151,there a simple answer to thisnn1 deport the cuntnn2 reduce the next aid payment to somalia by these amounts ,1
5152,  oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… ,0
5157,cunt what that ur dressed up asnmehard cunt a hard cuntncunt not a very good costume 3nmebatters cunt,1
5158,blah blah thing thong i eat dogs,1
5159,my accent isn't funny you fucking retard,0
5160,i been thinking about it and i glad that spic is dead,1
5161,nail pennon a soup taker hah skin hell,0
5163,lot just let you know a fact that thing thong does hurt at all i,1
5166,cheating twat just admitted he handled the ball to score typical needs cunts off luff,0
5167,sweden reacts to being outnumbered by immigrants,0
5168,moreen with a few snacks returns to the room to find everything spic and span including her clothes a,0
5169,negra novinha cavalgando o negro pauzudo,1
5171,  which begs the questionwhat did obama do for 8 years to help those shithole count ,1
5172,guess what happens when you allow people from shithole countries to invade our countrywe become a shithole ,0
5173,that starving faggot and his starving faggot dad thought me myself and i and my am where playing a games son,1
5175,good morning thing thong,1
5179,i like mongoloid better anyways,1
5182,band go back to your country pakistan not is your country your country is afghanistan,1
5184,it men created the out of africa theory marcs garvey was an agent funded and schooled by it so called news,0
5186,governor brown vetoed senator ritard lava's bill so 174 that would have allowed illegal aliens to serve on be,0
5188,it really really is cauline hansom and her it's okay to be white thing are like the tip of the garbage genocide iceberg,1
5190,what the fuck you talking about you fat four eyed fucking retard,1
5191,the population of undocumented immigrants is widely thought to be around 113 million but the study which was con,0
5192,listening to negro swan,0
5194,you can call that singing the twat would get four no for that performance she has got any likeability,0
5195,do you need a cool cowhide coat for an extraordinary event dwayne johnson baywatch lifeguard jacket this spic and s ,0
5198,what are you retarded up gonna get the cheese touch,1
5200,i hate when nights really think i about to entertain a conversation about how my dyke fucks remove yo goofy ass around night,1
5206,i thank god america is not like the freespeechfree shithole countries of europe to keep america different is why ,1
5209,once you go hardy you go retardedurl,0
5210,is a ahead the same as a camel shagged,0
5212,who ever is making the calls for the is pretty retarded and doesn't learn from mistakes,0
5220,me is a faggot everyone else get out of my face,0
5223,being on adderall was cool because i could be retarded more efficiently,0
5224,shut nigger,1
5225,so you mean to tell me being called a cracker carries the same weight as being called a nigger spick wetback chi,1
5228,they're alright the but they do seem to attract a money element at their gigs,1
5231,,0
5232,blown holding calls and he was short god these refs are retarded,0
5234,supra is a fucking faggot,0
5237,found 10 envelopes and they say thing thong,1
5252,left goes nuts after  calls countries shitholes insisting no country is a shithole now it's mig ,0
5258,does usa morph into a heartless shithole country under the trump administrationnvotedemocrat nvotedem ,0
5259,what the fuck does spic mean and how is it offensive,0
5260,see the retard with a beehive the size of an apartment,1
5261,i've never agreed with anything more than when donald trump called african countries shithole,0
5264,  leaving their shithole countries to turn europe into a continent full of shithole countriesngo home,1
5265,do me and america a favor and stop giving these hateful leftist reporters the privilege of asking,0
5266,one of my irls is chinese and whenever she educates this girl to not say ‘ching chong’ and shit the girl goes “it’… ,0
5269,hyaena trembles in thing thong,0
5275,calling higher a twat probably,0
5276,niger fucker a nigger proper,1
5280,is it me or do people go instant retard when told firmly to leave,0
5283,which faggot is paying for new underwear message me f,1
5285,go on finish your sentence mongol,1
5286,thing thong 100,1
5291,buying the ahead votes i see,0
5292,i a mother firstthen a crazy retarded ass bitch right after that ,0
5293,feminacy sorry i know not all feminists are crazy,0
5294,damn i got called a nigger today,0
5296,sh women really are retarded,1
5297,k man twitch abandoned you faggot,1
5301,uh no u stupid faggot goblin slayer actually makes sense,1
5302,white girl on my bus“it’s okayi didn’t say nigger it’s not offen…,0
5303,this faggot bus driver is driving like lymph to,1
5304,this dude wane said keep in mind ism a negro so my open mind got a screen door,0
5307,he's a booster you moron like are u literally retarded up another toxic young kid go vibe to lie peep,0
5309,biggest talking bout is valley queen is an awful presenter kris commons is a soup take,0
5311,nobody asked u faggot,1
5313,the only way that people can stop massacre shooting in the future is getting rid of trump and his retard cultfollo ,1
5314,non main genre blague our let migrants we lame de plus en plus,0
5315,this guy wants to eat fat dicks go figure don't jump in my mentions cause your faggot ass is butt hurt we lost,1
5316,  take your ucl l and stop worrying about things hazijafikaati ooh washed up veteran ooh ching chong fucken,1
5321,sounds a faggot to me,1
5322,don't ask us ask your twat mate in the white hoist,1
5326,some retard just sat next to me and started playing mine's new album,1
5328,don be a faggot primo,0
5331,who paying your ahead ass to make idiotic statements like this this is natural breastfeeding anima,1
5332,fuck you fucked wetback spic,0
5343,also who and change are both last names thanks for picking a slight variation on thing thong for one of your only as,1
5345,it never been proven that x hit women he had talent piggy zeal raps like a mongoloid,1
5347,that nigger chip kelly ruined everything,1
5352,elephants eat of 50 pounds a day retardohhh okay ,1
5353,people will soon to learn i really retarded and don plays deal with it,0
5355,happy birthday talented mongol wish you all the best miss u die to and but,0
5359,why oh why am i such a fucking twat,1
5360,good thing donate trump never vilifies democrats as a group or museums or pelicans or residents countries,0
5361,this twat better not change her mindnnand stay the fuck away ,1
5362,this is the homeboy advanced opening screen you mongoloid,0
5364,so this is what you want to talk about when 1500 immigrants children are missing and ka,0
5366,why would it be an automatic car in 1911 you total fucking mongoloid thecae,1
5367,by faggot stop getting me black balled,1
5368, france germany britain and sweden are nos shithole countries,1
5370,   oh i'm sooooo impressed chimp is broadspeak for 'uneducated low info mongoloi ,1
5371,i am from savannah been catching charges since 13 negro,0
5375,he was not a leftist read his social media posts here he hated refugees and immix,1
5376,lot 2 anxiety attacks in a day hah what a faggot,0
5381,fucking retarded,0
5382,that all you got did my mom buy my headphones really did you fuck that animal in the ass after you killed it you faggot,1
5384, theres a difference between nigger and niggathe former is rascist the later is a shout out to da home bohz,0
5385,give refugeesgive them a better life ,0
5390,y started drinking yet or y being faggot ass unicorn fairy,0
5392, share the wealthas through historythe wealthy are pissing in the welland will bring disease and destruction,1
5395,it'd say this is fucking retarded but i don't think that the retard that came up with this should be told something,0
5398,with was retard asylum day with gods jet day it's a mix of hopefuls since long crossed the finish line their 20,0
5400,when the usa becomes a shithole country because of illegal uncontrolled immigration in the not so distant futur ,1
5402,bet the cunt was up all night banging away on his flute,1
5403,cut at me big thing thong,0
5406,   so they're only really bypassing one country then indonesia which is a shithole ,1
5407,hope this cunt hari kondabolu never works again and he calls himself a comedian lol but is offended by apu rip apu boycottt this cunt,0
5408,  lmfaoooooooooooooooooo u link then i'll send u retard it will be my same partner retard,1
5409,de dumb nigger genes for you they'll join the party actively trying to exterminate them,1
5413,here goes this dumb ass negro,1
5414,some guy called me a spic at work i hope his jaws heals up tomorrow so he can try me again,1
5415,backpacking and travel guide to burkina faso africa trot,0
5416,when black people become conservative that doesn't mean go full retard that means your politics have changed to,1
5420,that ain even funny retard,0
5426,we coming with the clip fully loaded to is up faggot,1
5433,stupid speech retard is a free dub,1
5437,i don't know thing thong so much thou,1
5439,you ugly plz kys faggoturl,0
5442,lmfao somebody get this negro a seat ,0
5448,rondo is a retard man it'll kill myself,1
5450,one association quit vent en aide ax migrants,0
5451,the fuck you want you literal retard,1
5453,to a lot of ya i may sound dumb retarded or whatever personally none of ya opinions have ever mattered i just do,0
5454,being sleep deprived or hungry is not a free pass to be a cunt,0
5455,bbc newsnauru refugees the island where…,0
5457, poor sweden turning into shithole country but those eurofruits don want to help themselves so w ,1
5458,his daughter is a new you simplistic retard,1
5459,is y hoes dumb stupid or retarded i just wanna know,1
5463,perhaps regardless its an attack on the global south's refugees and i don't want any non violent felons do,0
5464, authorities have arrested man connected to suspiciouspackages containing ,0
5466,ja rolling is try twat limo,1
5469,especially feeling sabot this evening baby i faggot,1
5472,games not over till it over you faggot,1
5474,poncing over take are u twat,0
5479,yeah she's a cunt did she drew this,1
5481,ism a fucking retard apparently,0
5482,now more than ever zoe leonardwant a dyke for president 1992n ,0
5483,clearly a drunk twat but hearing one of the kids distraught saying not as their dad punches him,0
5484,go do some work negro,1
5487,political correctness is turning our country into a shithole it's a tool of far left extremists to divide and cont ,0
5492,    trump wants u terrifiednof immigrantsof demsof shithole co ,0
5495,glen huddle rushed to hospital after collapsing nowhere's your god now eh glen you been a cunt in a past life,1
5498,get a life you retard,1
5499,despicable zionazi bastards nnbds freepalestine freegaza idfcowards satanyahu zionists israel ,1
5503,undoubtedly the best center half in premier league history possibly the biggest cunt in premier league history all,1
5504,anti ad man in a pilgrim screw tshirt lambasts  for “giving tax money to immigrants” guyyou’re… ,1
5505,chapter 9 discusses how president obama signedlaw which changes mental retardation into intellectual dis ,0
5507,my brow love this nigger,1
5510,is best come market et tour let duties en rope on time let migrants homes element pour venin c,0
5511,might just convinced mum to upgrade to non fucking finally cunt,0
5513,the beauty of living in a shithole country where i live the post office is so broken the device would never be del ,1
5514,bout to get called a spic bra,1
5516,a nigger that votes our way,1
5517,if you go back to your country and only stay in hotels is that really your country,0
5519,yo my fog fun retard,0
5521,do you know how poorly the iris immigrants were treated right when they came over,0
5527,someone take this pricks head off and then the cunt who interviewed him too,1
5528,bunch of frat boy looking guys walked in being loud and obnoxious and taking series and making retarded jokes i fucking wilting lot,0
5533,bad nigger,0
5537, webcam and weeb gamenretard starter pack,1
5538,you medical looking ass mongoloid ass not,1
5539,everyone point and laugh at this retard,0
5543,antisemitism betokens a retarded culture redbrick angels 1890,1
5549,he talks like a faggot i wish she had a son in that car that beat his fucking ass,0
5550,me getting called faggot on my walk home,1
5555,kelvin gates for president all the way retarded,1
5556,furnish president is a liar and hates america fun this ahead sucks big time,1
5562,these lobbies were my childhoodbeen called a wetback spic so many times ,1
5564,faggot,1
5568, when a negro shows you who they really are believe them love you meekkeep your beautiful head up your a king,0
5570,lemotdujour retard,1
5571, people from the shithole countries everyone he calls a mob and he really wishes all those people in the m ,0
5573,people who insult signs with thing thong thing thong and china forever have my burning hatred,1
5578,this negro betta keep his shirt on this whole episode htgawm,0
5579,please go back to your country disgraceful to start campaign against honest am uphill now,1
5582,hi i'm a faggot and i love tryna cure depression staying away from my tamagochi haha kawaii sudokuurl,1
5585,all the most retarded movie give ever seen so narwhal a story,0
5586,lobo fights like an actual retard,0
5588,shake hands this ref is retarded ufcmoncton,1
5590, its no longer united states it is trumpistan shithole country until nov 6 and later women and ,1
5592,does help that this roof is an absolute cunt off,0
5594,there no better word than disrespect to describe sense especially when he plays miss that was retarded,1
5596,maybe the applies are right you are a field nigger,1
5598,man shes retarded u tell her go outside she walks inside,1
5599,don count on it californians are pretty retarded ,1
5600,i done punched a bitch in the face for calling so a spic n he don't even play the race card,0
5601,lmfaooo fuckin ivan whata retard ,1
5603, thanks shithole countries,1
5606,ism not racist but notice how it's always the naggers and the spices pushing the drugs every now and then it's,1
5608,namibiaholidaystravel guide tips and reviews africa tourism frizemedia  via ,0
5609,help my nigger help a nigger help anger,1
5610, maybe open borders and allowing people in from shithole countries where they don't value life is to b ,0
5612,highkey the reason i want to leave this shithole country is that with my current political awareness and the curren ,0
5613,some cunt trying to hack into my twitter fuck right off,0
5618,this is the news from a country that trump would call a shithole ,1
5619,intellectual terrorist,0
5620,000000 u also speaking thing thong,1
5623, extremelylooking at my neighbors braaing like you guys need to go back to your country,1
5624,where is ran nations in 2002 they lost their whole organization because some retard went off the,1
5627,spic,1
5629,you seem to care more about illegal immigrants and dreamer criminal children than indigenous black,0
5631,you're derangedold and whitetoowhy do you hate yourselfit's okay to be white ,0
5632,same reason people want to use ethnic slurs same reason people want to say faggot so bad people want to do offers,1
5637,why do you tweet thing thong,1
5641, the helpers are losing the battle and soon the war our descent into a shithole country is gaining momentum,0
5642,   maybe but  who lied about trump use of shithole countries and who doesn't ,1
5643,you a retard,1
5644,22 like no you fucking twat ism doing damage so i can heal you because i ran out of biotic energy because go,1
5645,if your of is retarded guess what u r 2,0
